UNIPROT,Gene,PSMs_bio3,Peptides_bio3,Unique Peptides_bio3,PSMs_bio2,Peptides_bio2,Unique Peptides_bio2,PSMs_bio1,Peptides_bio1,Unique Peptides_bio1
P27635,RPL10,22,9,9,56,17,17,15,7,7
P10599,TXN,NA,NA,NA,NA,NA,NA,NA,NA,NA
P53396,ACLY,16,10,10,43,25,25,19,12,12
Q13126,MTAP,NA,NA,NA,NA,NA,NA,2,2,2
P62263,RPS14,23,8,8,34,9,9,18,8,8
Q12830,BPTF,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8TF68,ZNF384,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q01085,TIAL1,13,9,6,11,7,7,18,11,7
P22492,HIST1H1T,NA,NA,NA,NA,NA,NA,NA,NA,NA
P14649,MYL6B,NA,NA,NA,NA,NA,NA,NA,NA,NA
P35580,MYH10,12,8,1,102,46,28,NA,NA,NA
Q8NDI1,EHBP1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P61457,PCBD1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UNX3,RPL26L1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q6PJG2,ELMSAN1,6,4,4,NA,NA,NA,6,4,4
Q9Y4P1,ATG4B,NA,NA,NA,NA,NA,NA,NA,NA,NA
O60502,MGEA5,2,2,2,NA,NA,NA,NA,NA,NA
O95373,IPO7,NA,NA,NA,8,5,5,3,2,2
Q8NFH3,NUP43,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q96FS4,SIPA1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P54259,ATN1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q13045,FLII,NA,NA,NA,8,5,5,NA,NA,NA
Q92610,ZNF592,NA,NA,NA,NA,NA,NA,NA,NA,NA
O75155,CAND2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UJZ1,STOML2,4,2,2,3,2,2,4,2,2
P27708,CAD,19,11,11,21,15,15,9,5,5
P08243,ASNS,7,5,5,10,6,6,14,8,8
P63220,RPS21,13,4,4,23,5,5,7,3,3
P11021,HSPA5,17,9,7,28,15,13,26,14,12
O60443,GSDME,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H3P2,NELFA,3,3,3,NA,NA,NA,3,2,2
P36873,PPP1CC,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q07864,POLE,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q12769,NUP160,NA,NA,NA,4,3,3,NA,NA,NA
P82970,HMGN5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q96BP3,PPWD1,NA,NA,NA,2,2,2,7,4,3
P47929,LGALS7,NA,NA,NA,NA,NA,NA,NA,NA,NA
O95376,ARIH2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7Z6Z7,HUWE1,NA,NA,NA,7,6,6,NA,NA,NA
P43686,PSMC4,9,5,5,16,11,10,7,4,4
O15085,ARHGEF11,NA,NA,NA,NA,NA,NA,NA,NA,NA
P62891|Q59GN2,RPL39|RPL39P5,NA,NA,NA,NA,NA,NA,NA,NA,NA
P52435,POLR2J,NA,NA,NA,NA,NA,NA,NA,NA,NA
P61254,RPL26,16,11,11,43,15,15,12,8,8
Q13033,STRN3,NA,NA,NA,NA,NA,NA,NA,NA,NA
P35250,RFC2,7,5,5,4,3,3,6,3,3
P28074,PSMB5,NA,NA,NA,NA,NA,NA,6,3,3
P68431,HIST1H3A,17,6,6,64,16,16,23,5,5
Q8WWI1,LMO7,NA,NA,NA,10,7,7,NA,NA,NA
Q71DI3,HIST2H3A,NA,NA,NA,NA,NA,NA,NA,NA,NA
P47914,RPL29,6,4,4,15,6,6,6,4,4
P61086,UBE2K,NA,NA,NA,NA,NA,NA,NA,NA,NA
P61964,WDR5,NA,NA,NA,NA,NA,NA,4,2,2
Q96QZ7,MAGI1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P13693,TPT1,NA,NA,NA,2,2,2,2,2,2
Q8IX90,SKA3,NA,NA,NA,NA,NA,NA,NA,NA,NA
P34932,HSPA4,10,6,6,25,15,12,10,6,6
Q9H3Q1,CDC42EP4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y4P3,TBL2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P30086,PEBP1,NA,NA,NA,3,2,2,2,2,2
P84098,RPL19,28,11,11,48,20,19,6,2,2
O60563,CCNT1,NA,NA,NA,3,2,2,NA,NA,NA
Q04760,GLO1,5,2,2,3,2,2,NA,NA,NA
Q9Y4C8,RBM19,NA,NA,NA,2,2,2,2,2,2
P21359,NF1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9HB71,CACYBP,NA,NA,NA,7,6,6,NA,NA,NA
P04049,RAF1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P62244,RPS15A,31,10,10,31,11,11,14,8,8
P62750,RPL23A,15,10,10,48,16,16,16,9,9
Q9BZF9,UACA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q5JTV8,TOR1AIP1,4,3,3,10,6,6,NA,NA,NA
Q7Z5L9,IRF2BP2,4,3,3,4,2,2,3,2,2
Q9BWD1,ACAT2,NA,NA,NA,5,2,2,NA,NA,NA
Q08554,DSC1,6,5,5,NA,NA,NA,17,8,8
O75351,VPS4B,NA,NA,NA,6,4,3,2,2,2
O00303,EIF3F,11,7,7,28,12,12,4,3,3
O43237,DYNC1LI2,NA,NA,NA,4,3,3,NA,NA,NA
Q9Y315,DERA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9BUP0,EFHD1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86UA1,PRPF39,NA,NA,NA,NA,NA,NA,NA,NA,NA
P62701,RPS4X,39,18,18,69,26,26,34,13,13
Q15084,PDIA6,3,3,3,10,5,5,NA,NA,NA
Q9UGP8,SEC63,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q15651,HMGN3,NA,NA,NA,NA,NA,NA,NA,NA,NA
P54920,NAPA,2,2,2,NA,NA,NA,NA,NA,NA
P25398,RPS12,5,2,2,3,2,2,4,2,2
Q96HA7,TONSL,NA,NA,NA,3,2,2,NA,NA,NA
P25786,PSMA1,6,4,4,7,4,4,10,6,6
P25787,PSMA2,NA,NA,NA,6,3,3,6,4,4
Q8IX12,CCAR1,24,14,14,17,9,9,27,14,14
Q9BQ13,KCTD14,NA,NA,NA,NA,NA,NA,NA,NA,NA
P46087,NOP2,12,8,8,20,12,12,12,7,7
P19784,CSNK2A2,5,4,4,5,3,2,NA,NA,NA
P36954,POLR2I,NA,NA,NA,NA,NA,NA,NA,NA,NA
P23526,AHCY,18,12,12,40,17,16,30,15,14
Q92747,ARPC1A,NA,NA,NA,NA,NA,NA,NA,NA,NA
P86790|P86791,CCZ1B|CCZ1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P19525,EIF2AK2,8,6,6,10,6,6,6,4,4
Q13257,MAD2L1,NA,NA,NA,2,2,2,NA,NA,NA
P14314,PRKCSH,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q14669,TRIP12,NA,NA,NA,11,8,8,2,2,2
Q13442,PDAP1,6,4,4,7,4,4,4,3,3
O95861,BPNT1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UBQ5,EIF3K,NA,NA,NA,7,3,3,NA,NA,NA
Q6P1L8,MRPL14,NA,NA,NA,NA,NA,NA,NA,NA,NA
P52294,KPNA1,NA,NA,NA,5,3,3,NA,NA,NA
P0DPB6,POLR1D,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H1B7,IRF2BPL,4,4,4,NA,NA,NA,NA,NA,NA
P00387,CYB5R3,NA,NA,NA,NA,NA,NA,NA,NA,NA
P62888,RPL30,8,4,4,17,7,7,NA,NA,NA
Q15370,ELOB,NA,NA,NA,2,2,2,NA,NA,NA
O94804,STK10,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q01082,SPTBN1,4,3,3,120,57,56,19,12,11
P55210,CASP7,NA,NA,NA,NA,NA,NA,NA,NA,NA
P54105,CLNS1A,NA,NA,NA,NA,NA,NA,NA,NA,NA
O00139,KIF2A,7,5,5,6,4,3,3,2,2
P62081,RPS7,24,12,12,47,18,18,25,11,11
Q9Y285,FARSA,5,3,3,5,3,3,2,2,2
O75821,EIF3G,4,4,4,4,3,3,NA,NA,NA
P78395,PRAME,NA,NA,NA,NA,NA,NA,NA,NA,NA
P07947,YES1,NA,NA,NA,6,3,2,NA,NA,NA
P62917,RPL8,15,8,8,40,18,18,16,7,7
O75367,H2AFY,20,8,6,35,12,10,9,5,5
Q96P48,ARAP1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P82930,MRPS34,3,3,3,2,2,2,NA,NA,NA
Q13098,GPS1,NA,NA,NA,4,3,3,3,2,2
P02538,KRT6A,NA,NA,NA,40,19,2,NA,NA,NA
P17987,TCP1,16,9,9,33,17,17,24,13,13
Q9H6T3,RPAP3,NA,NA,NA,NA,NA,NA,NA,NA,NA
P60174,TPI1,3,2,2,4,2,2,7,4,4
Q9BTV5,FSD1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7L2H7,EIF3M,NA,NA,NA,3,3,3,NA,NA,NA
P52434,POLR2H,NA,NA,NA,NA,NA,NA,NA,NA,NA
P53611,RABGGTB,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q15149,PLEC,256,139,138,990,374,372,326,168,168
Q16643,DBN1,3,2,2,32,16,16,NA,NA,NA
Q9NVD7,PARVA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O43488,AKR7A2,NA,NA,NA,4,2,2,NA,NA,NA
P52943,CRIP2,2,2,2,NA,NA,NA,NA,NA,NA
P49411,TUFM,9,6,6,10,8,8,10,7,7
Q9P270,SLAIN2,NA,NA,NA,11,7,7,NA,NA,NA
P62899,RPL31,8,5,5,18,9,9,10,5,5
Q96RS6,NUDCD1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q12834,CDC20,NA,NA,NA,5,4,4,3,2,2
O00425,IGF2BP3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q14152,EIF3A,51,30,30,93,49,49,26,15,15
Q16851,UGP2,NA,NA,NA,5,4,4,3,3,3
O14745,SLC9A3R1,NA,NA,NA,11,5,5,NA,NA,NA
Q12931,TRAP1,5,2,1,9,3,2,NA,NA,NA
P10644,PRKAR1A,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q13630,TSTA3,NA,NA,NA,NA,NA,NA,NA,NA,NA
P46776,RPL27A,15,5,5,17,7,7,6,3,3
P82673,MRPS35,NA,NA,NA,NA,NA,NA,NA,NA,NA
P23528,CFL1,13,5,5,35,8,5,16,7,7
Q15648,MED1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P62249,RPS16,27,11,11,33,12,12,18,8,8
Q92599,8-Sep,NA,NA,NA,11,6,3,NA,NA,NA
Q8TBC4,UBA3,NA,NA,NA,NA,NA,NA,NA,NA,NA
P43487,RANBP1,3,2,2,8,4,4,9,4,4
P50914,RPL14,10,5,5,31,12,12,7,2,2
Q9NZU5,LMCD1,2,2,2,5,3,3,NA,NA,NA
O95218,ZRANB2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q06323,PSME1,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A1B0GTY4,TEX50,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q96L21,RPL10L,NA,NA,NA,NA,NA,NA,NA,NA,NA
P27361,MAPK3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q92738,USP6NL,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q93034,CUL5,NA,NA,NA,NA,NA,NA,NA,NA,NA
O00571,DDX3X,66,26,25,57,25,24,52,17,16
Q13554,CAMK2B,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UI15,TAGLN3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y608,LRRFIP2,NA,NA,NA,3,2,2,NA,NA,NA
P14923,JUP,32,17,17,8,5,4,46,21,18
O15067,PFAS,NA,NA,NA,NA,NA,NA,NA,NA,NA
P46778,RPL21,9,5,5,31,14,14,7,3,3
P61201,COPS2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q92990,GLMN,NA,NA,NA,NA,NA,NA,NA,NA,NA
P15924,DSP,80,49,49,7,6,6,139,66,66
P21291,CSRP1,NA,NA,NA,5,2,2,4,2,2
O00154,ACOT7,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37802,TAGLN2,22,8,8,49,15,15,25,11,11
P16070,CD44,NA,NA,NA,NA,NA,NA,NA,NA,NA
P16383,GCFC2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9BXJ9,NAA15,5,4,4,15,11,11,NA,NA,NA
Q13362,PPP2R5C,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H3K6,BOLA2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9P2D1,CHD7,NA,NA,NA,NA,NA,NA,NA,NA,NA
P11802,CDK4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y570,PPME1,NA,NA,NA,9,5,5,4,4,4
Q9Y4X5,ARIH1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q15785,TOMM34,12,6,6,12,7,7,5,3,3
P18077,RPL35A,9,4,4,24,9,9,7,3,3
P61077,UBE2D3,NA,NA,NA,NA,NA,NA,3,2,2
P67809,YBX1,18,8,4,15,7,7,11,5,5
P13647,KRT5,81,39,26,36,16,5,130,40,25
P68402,PAFAH1B2,NA,NA,NA,NA,NA,NA,NA,NA,NA
O75688,PPM1B,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q58FG1,HSP90AA4P,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q96J92,WNK4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q96GD4,AURKB,4,2,2,4,3,3,NA,NA,NA
Q15058,KIF14,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86UP2,KTN1,7,6,6,40,25,25,15,10,10
Q96I24,FUBP3,66,25,20,49,18,14,83,28,23
Q9NZT1,CALML5,4,3,3,NA,NA,NA,NA,NA,NA
P55786,NPEPPS,NA,NA,NA,3,3,3,NA,NA,NA
Q9Y2S6,TMA7,NA,NA,NA,2,2,2,7,4,4
Q9P0M6,H2AFY2,9,5,3,19,9,7,NA,NA,NA
Q9GZN8,C20orf27,NA,NA,NA,NA,NA,NA,NA,NA,NA
P62910,RPL32,6,5,5,14,6,6,4,3,3
Q01105,SET,7,4,4,9,5,5,8,4,4
Q8WXI9,GATAD2B,6,4,3,10,5,4,4,3,3
Q04446,GBE1,4,3,3,5,4,4,4,3,3
O00299,CLIC1,9,5,5,10,5,5,9,4,4
P63313,TMSB10,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86UQ4,ABCA13,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q96L92,SNX27,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q16795,NDUFA9,NA,NA,NA,NA,NA,NA,NA,NA,NA
P20042,EIF2S2,6,5,5,7,5,5,NA,NA,NA
Q96CT7,CCDC124,2,2,2,15,8,8,NA,NA,NA
P43490,NAMPT,NA,NA,NA,5,4,4,6,5,5
Q8N1N4,KRT78,14,8,8,NA,NA,NA,33,16,15
Q86V48,LUZP1,NA,NA,NA,20,13,13,NA,NA,NA
Q9Y2J4,AMOTL2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P19387,POLR2C,9,6,6,5,3,3,9,5,5
Q9UBQ7,GRHPR,NA,NA,NA,2,2,2,NA,NA,NA
P35240,NF2,NA,NA,NA,9,6,6,NA,NA,NA
Q9UN81,L1RE1,2,2,2,NA,NA,NA,NA,NA,NA
Q7Z2W9,MRPL21,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9HB07,C12orf10,NA,NA,NA,NA,NA,NA,NA,NA,NA
P30050,RPL12,11,3,3,17,5,5,10,3,3
Q9UBV8,PEF1,3,2,2,NA,NA,NA,4,2,2
Q8TBB5,KLHDC4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H425,C1orf198,NA,NA,NA,NA,NA,NA,NA,NA,NA
P19388,POLR2E,NA,NA,NA,3,2,2,3,2,2
Q8WU90,ZC3H15,3,2,2,10,5,5,NA,NA,NA
Q7Z333,SETX,NA,NA,NA,NA,NA,NA,NA,NA,NA
P62495,ETF1,6,3,3,9,4,4,NA,NA,NA
O43776,NARS,5,4,4,8,5,5,3,2,2
P07737,PFN1,20,7,7,18,8,8,29,9,9
Q96AC1,FERMT2,NA,NA,NA,11,9,9,NA,NA,NA
P02533,KRT14,89,35,17,35,17,2,132,36,14
O95299,NDUFA10,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8NC51,SERBP1,11,6,6,38,12,12,7,5,5
Q9NVZ3,NECAP2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P26373,RPL13,37,14,14,70,23,23,20,9,9
P55036,PSMD4,4,3,3,6,3,3,6,3,3
Q9UHB6,LIMA1,6,4,4,38,16,16,NA,NA,NA
P63241,EIF5A,11,5,5,12,6,6,17,7,7
Q9HCN4,GPN1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P51812,RPS6KA3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9BZK3,NACAP1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P50613,CDK7,NA,NA,NA,NA,NA,NA,4,3,3
Q16181,7-Sep,11,7,6,35,15,14,7,4,3
P04899,GNAI2,4,2,2,4,3,2,NA,NA,NA
Q9UKS6,PACSIN3,NA,NA,NA,4,3,3,NA,NA,NA
P22314,UBA1,29,15,15,24,14,14,29,14,14
Q13283,G3BP1,19,9,9,59,14,14,18,9,9
Q99627,COPS8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q32MZ4,LRRFIP1,NA,NA,NA,2,2,2,NA,NA,NA
P16949,STMN1,NA,NA,NA,23,9,9,7,3,3
Q16513,PKN2,NA,NA,NA,5,5,5,NA,NA,NA
Q9UK33,ZNF580,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q13619,CUL4A,7,4,4,5,3,3,NA,NA,NA
P51911,CNN1,6,4,4,23,9,9,7,4,4
Q13951,CBFB,2,2,2,3,2,2,4,3,3
Q04323,UBXN1,NA,NA,NA,5,3,3,5,3,3
O00233,PSMD9,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q01469,FABP5,4,2,2,12,8,8,5,3,3
Q8N3R9,MPP5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q06124,PTPN11,NA,NA,NA,2,2,2,NA,NA,NA
P41219,PRPH,NA,NA,NA,NA,NA,NA,NA,NA,NA
P60983,GMFB,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y3M8,STARD13,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q14789,GOLGB1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UI10,EIF2B4,3,2,2,8,5,5,NA,NA,NA
Q14738,PPP2R5D,NA,NA,NA,7,4,4,4,2,2
O95678,KRT75,NA,NA,NA,28,11,3,NA,NA,NA
O60488,ACSL4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y6I4,USP3,4,3,3,NA,NA,NA,NA,NA,NA
Q99436,PSMB7,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04406,GAPDH,35,16,16,93,21,21,68,15,15
Q96GY0,ZC2HC1A,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y3Z3,SAMHD1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q13200,PSMD2,4,3,3,24,12,12,10,7,7
Q8IX01,SUGP2,30,16,16,8,6,6,26,15,15
P49458,SRP9,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q13347,EIF3I,13,7,7,30,12,12,11,6,6
Q7Z2Z2,EFL1,NA,NA,NA,2,2,2,NA,NA,NA
Q6ZT62,BARGIN,NA,NA,NA,NA,NA,NA,NA,NA,NA
P13797,PLS3,NA,NA,NA,NA,NA,NA,NA,NA,NA
O60841,EIF5B,NA,NA,NA,20,11,11,5,3,3
Q08209,PPP3CA,2,2,2,13,8,7,NA,NA,NA
Q9NV88,INTS9,NA,NA,NA,NA,NA,NA,6,3,3
O00178,GTPBP1,NA,NA,NA,2,2,2,NA,NA,NA
Q5VW32,BROX,NA,NA,NA,NA,NA,NA,NA,NA,NA
P30419,NMT1,NA,NA,NA,4,2,2,NA,NA,NA
P54577,YARS,4,3,3,13,9,9,13,10,10
P04843,RPN1,12,8,8,16,10,9,11,7,7
Q8ND24,RNF214,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q15046,KARS,9,8,8,14,8,8,11,7,7
P60866,RPS20,12,4,4,23,6,6,9,3,3
Q5T750,XP32,NA,NA,NA,NA,NA,NA,NA,NA,NA
O00410,IPO5,NA,NA,NA,5,4,4,5,3,3
O00764,PDXK,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q5VZF2,MBNL2,NA,NA,NA,NA,NA,NA,NA,NA,NA
E9PAV3,NACA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O14519,CDK2AP1,NA,NA,NA,NA,NA,NA,NA,NA,NA
O77727,KRT15,NA,NA,NA,NA,NA,NA,NA,NA,NA
O75179,ANKRD17,NA,NA,NA,4,4,4,NA,NA,NA
Q92499,DDX1,45,22,22,42,21,21,67,29,29
Q9Y6X8,ZHX2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P15311,EZR,34,23,15,143,49,34,25,13,8
O00506,STK25,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q92871,PMM1,NA,NA,NA,3,2,2,NA,NA,NA
Q86Y56,DNAAF5,NA,NA,NA,4,2,2,NA,NA,NA
P08670,VIM,146,49,47,414,73,70,228,50,47
Q9Y6E0,STK24,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UJ70,NAGK,4,4,4,NA,NA,NA,4,3,3
Q96BX8,MOB3A,NA,NA,NA,NA,NA,NA,NA,NA,NA
P46937,YAP1,NA,NA,NA,NA,NA,NA,NA,NA,NA
O75390,CS,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q05D32,CTDSPL2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P46781,RPS9,33,15,15,48,21,21,22,11,11
P61758,VBP1,6,3,3,5,4,4,NA,NA,NA
Q9BRL6,SRSF8,NA,NA,NA,NA,NA,NA,NA,NA,NA
O94776,MTA2,17,10,10,13,8,8,16,12,12
Q6DCA0,AMMECR1L,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q6Y7W6,GIGYF2,11,6,5,16,11,10,NA,NA,NA
P30876,POLR2B,15,10,10,17,10,10,16,12,12
Q9NZJ7,MTCH1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q92598,HSPH1,4,3,3,21,12,9,8,5,5
Q8TCS8,PNPT1,NA,NA,NA,3,2,2,NA,NA,NA
Q7L1Q6,BZW1,4,3,3,12,8,8,6,4,4
Q9Y262,EIF3L,18,13,13,23,11,11,6,4,4
P35573,AGL,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q14694,USP10,7,5,5,13,6,6,NA,NA,NA
P02545,LMNA,85,42,41,168,57,55,86,37,36
P61966,AP1S1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q96C19,EFHD2,NA,NA,NA,11,6,6,3,2,2
Q99536,VAT1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q16555,DPYSL2,7,6,4,26,13,10,7,5,5
P26639,TARS,NA,NA,NA,9,5,5,5,3,3
P62829,RPL23,17,7,7,33,10,10,12,5,5
Q01804,OTUD4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q02241,KIF23,5,5,5,5,3,3,7,4,4
P49116,NR2C2,NA,NA,NA,NA,NA,NA,NA,NA,NA
O15160,POLR1C,9,5,5,5,4,4,6,3,3
P22061,PCMT1,NA,NA,NA,6,3,3,6,4,4
Q8WXF1,PSPC1,62,23,22,33,19,17,49,20,18
P25311,AZGP1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q5XKE5,KRT79,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q96KP4,CNDP2,10,7,7,17,9,9,9,5,5
Q9UMX1,SUFU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H3H3,C11orf68,NA,NA,NA,NA,NA,NA,NA,NA,NA
O96013,PAK4,NA,NA,NA,4,4,4,NA,NA,NA
P12268,IMPDH2,19,11,11,32,14,14,20,11,11
Q9Y5L0,TNPO3,NA,NA,NA,NA,NA,NA,NA,NA,NA
P50402,EMD,NA,NA,NA,13,6,6,NA,NA,NA
Q14203,DCTN1,NA,NA,NA,17,10,10,4,4,4
Q86TX2,ACOT1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q16695,HIST3H3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UGU0,TCF20,NA,NA,NA,NA,NA,NA,NA,NA,NA
O00487,PSMD14,3,2,2,3,2,2,3,2,2
Q9UFG5,C19orf25,NA,NA,NA,NA,NA,NA,NA,NA,NA
P39880|Q13948,CUX1|CUX1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8WVY7,UBLCP1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q92974,ARHGEF2,NA,NA,NA,6,4,4,NA,NA,NA
Q13765,NACA,9,4,4,15,8,8,7,3,3
P04264,KRT1,354,54,47,132,37,33,473,59,51
Q92621,NUP205,NA,NA,NA,5,4,4,NA,NA,NA
Q15291,RBBP5,NA,NA,NA,NA,NA,NA,NA,NA,NA
P84243,H3F3A,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q5R3F8,ELFN2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q0ZGT2,NEXN,NA,NA,NA,11,7,7,NA,NA,NA
O75663,TIPRL,2,2,2,5,3,3,4,3,3
P18669,PGAM1,5,3,3,NA,NA,NA,NA,NA,NA
P31150,GDI1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H4L4,SENP3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7L9L4|Q9H8S9,MOB1B|MOB1A,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y399,MRPS2,NA,NA,NA,3,3,3,NA,NA,NA
P62269,RPS18,24,10,10,41,19,19,7,4,4
P48506,GCLC,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NPF4,OSGEP,NA,NA,NA,NA,NA,NA,NA,NA,NA
P00338,LDHA,10,7,7,36,19,18,25,11,11
P55884,EIF3B,26,15,15,30,16,16,14,7,7
Q9NZJ4,SACS,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q69YQ0,SPECC1L,NA,NA,NA,18,10,10,NA,NA,NA
Q13188,STK3,NA,NA,NA,NA,NA,NA,NA,NA,NA
P40925,MDH1,NA,NA,NA,NA,NA,NA,4,2,2
P23396,RPS3,55,19,19,76,26,26,32,15,15
Q6IA86,ELP2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P48643,CCT5,19,10,10,39,17,17,32,16,16
P15121,AKR1B1,NA,NA,NA,8,5,5,9,5,5
P08758,ANXA5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NNX1,TUFT1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q96QR8,PURB,NA,NA,NA,NA,NA,NA,NA,NA,NA
P07205,PGK2.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UQ80,PA2G4,8,7,7,28,13,13,18,11,11
B5ME19|Q99613,EIF3CL|EIF3C,NA,NA,NA,NA,NA,NA,NA,NA,NA
P23919,DTYMK,NA,NA,NA,11,7,7,7,4,4
P00966,ASS1,6,3,3,6,3,3,NA,NA,NA
Q04912,MST1R,NA,NA,NA,NA,NA,NA,NA,NA,NA
